,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
340,Vistara,UK-955,Delhi,3,1,0,Hyderabad,0,14.08,23,6172
341,Air_India,AI-768,Kolkata,2,1,3,Mumbai,0,24.92,15,11952
342,Vistara,UK-864,Bangalore,3,1,0,Hyderabad,1,12.83,34,37985
343,Indigo,6E-455,Bangalore,0,1,1,Kolkata,0,3.92,35,5202
344,Vistara,UK-706,Kolkata,1,1,1,Mumbai,0,25.25,11,16149
345,Vistara,UK-825,Mumbai,1,0,1,Chennai,1,2.08,23,23898
346,Air_India,AI-503,Bangalore,3,1,3,Hyderabad,0,23.75,41,9670
347,Vistara,UK-826,Chennai,2,1,4,Hyderabad,1,8.42,43,41064
348,Air_India,AI-569,Chennai,0,1,1,Bangalore,1,4.83,23,43729
349,Vistara,UK-994,Mumbai,1,1,3,Hyderabad,0,9.42,48,4099
350,Vistara,UK-977,Delhi,3,1,0,Hyderabad,0,12.83,33,6172
351,Vistara,UK-951,Delhi,2,1,4,Hyderabad,0,6.58,44,5772
352,Vistara,UK-810,Bangalore,0,1,4,Mumbai,0,15,20,6568
353,Vistara,UK-810,Bangalore,0,1,3,Mumbai,1,12.08,43,62524
354,Air_India,AI-770,Kolkata,4,1,3,Hyderabad,0,22.83,15,9114
355,Indigo,6E-832,Mumbai,0,1,1,Kolkata,0,5.17,24,8059
356,Vistara,UK-890,Hyderabad,3,0,3,Delhi,1,2.25,12,24234
357,Air_India,AI-540,Delhi,4,1,2,Kolkata,1,17.25,44,47545
358,GO_FIRST,G8-511,Mumbai,0,1,3,Bangalore,0,14.33,42,7332
359,Vistara,UK-852,Bangalore,1,1,3,Chennai,0,10.42,49,4672
360,GO_FIRST,G8-302,Chennai,0,1,3,Delhi,0,11.58,21,4827
361,Vistara,UK-878,Hyderabad,2,1,4,Bangalore,0,8,16,5441
362,GO_FIRST,G8-283,Bangalore,0,1,2,Delhi,0,9.92,40,3466
363,Air_India,AI-543,Hyderabad,1,2,4,Kolkata,0,33.17,3,16311
364,Air_India,AI-604,Bangalore,1,1,1,Kolkata,0,24.25,48,4665
365,Vistara,UK-977,Delhi,3,0,4,Mumbai,0,2.25,31,3100
366,Air_India,AI-541,Hyderabad,3,1,4,Chennai,1,7.33,21,51595
367,AirAsia,I5-1529,Delhi,1,1,2,Hyderabad,0,6,16,4640
368,Vistara,UK-651,Mumbai,3,1,3,Kolkata,0,27.5,6,15183
369,Indigo,6E-7298,Hyderabad,2,1,4,Bangalore,0,9.75,41,3374
370,Vistara,UK-933,Delhi,2,1,1,Kolkata,1,18.17,34,65529
371,Air_India,AI-573,Bangalore,2,1,4,Delhi,1,10.17,27,52586
372,Vistara,UK-826,Chennai,2,1,1,Bangalore,0,22.25,45,4755
373,Air_India,AI-770,Kolkata,4,1,1,Mumbai,1,13.67,18,50271
374,Air_India,AI-888,Mumbai,3,1,3,Hyderabad,1,24.33,3,49154
375,Air_India,AI-839,Delhi,4,1,2,Bangalore,1,16.92,1,40506
376,Vistara,UK-778,Kolkata,2,1,3,Hyderabad,0,28.58,22,5760
377,Air_India,AI-649,Mumbai,0,1,0,Delhi,1,24.67,29,35520
378,Vistara,UK-832,Chennai,0,1,4,Kolkata,1,15.83,41,55377
379,Air_India,AI-401,Delhi,0,1,3,Chennai,0,12.83,29,6835
380,Air_India,AI-888,Mumbai,3,1,3,Hyderabad,0,22.58,20,8063
381,Air_India,AI-570,Mumbai,0,1,1,Delhi,0,27.58,44,3843
382,Vistara,UK-772,Kolkata,1,1,1,Bangalore,0,24.33,49,6295
383,Vistara,UK-890,Hyderabad,3,1,1,Mumbai,1,17.92,48,59290
384,Vistara,UK-988,Mumbai,4,1,1,Kolkata,0,12.67,33,5949
385,GO_FIRST,G8-701,Kolkata,0,1,2,Hyderabad,0,9.67,37,6115
386,AirAsia,I5-482,Delhi,3,0,4,Mumbai,0,2.25,13,6139
387,Indigo,6E-207,Kolkata,1,1,3,Hyderabad,0,7.83,16,8274
388,Air_India,AI-573,Kolkata,3,1,1,Delhi,0,14.67,2,23289
389,Air_India,AI-803,Delhi,0,0,1,Bangalore,1,2.75,4,32859
390,Vistara,UK-890,Hyderabad,3,1,3,Kolkata,1,24.42,21,58394
391,Vistara,UK-945,Delhi,1,1,3,Kolkata,1,8.25,47,59929
392,Indigo,6E-5338,Mumbai,1,0,1,Bangalore,0,1.58,20,2124
393,Vistara,UK-850,Bangalore,3,0,4,Mumbai,0,1.92,15,5179
394,Vistara,UK-810,Bangalore,0,0,1,Delhi,0,2.67,45,4502
395,Air_India,AI-409,Delhi,1,1,3,Mumbai,0,7.25,26,5927
396,Air_India,AI-9517,Bangalore,3,1,1,Kolkata,0,13.25,43,3489
397,Vistara,UK-816,Bangalore,1,1,3,Kolkata,1,8.08,16,62188
398,Vistara,UK-866,Bangalore,4,1,4,Hyderabad,0,23.25,27,5322
399,Indigo,6E-939,Mumbai,1,1,3,Delhi,0,7.83,19,4809
400,Air_India,AI-768,Kolkata,2,1,1,Mumbai,0,18.67,36,5102
401,Vistara,UK-772,Kolkata,1,1,4,Delhi,0,12,20,10505
402,Air_India,AI-538,Chennai,4,1,4,Mumbai,0,25.25,18,4357
403,Vistara,UK-841,Mumbai,1,1,3,Delhi,0,5.67,48,8591
404,AirAsia,I5-821,Chennai,4,1,1,Delhi,0,10.33,20,2477
405,Indigo,6E-761,Delhi,3,1,4,Kolkata,0,4.17,5,5955
406,Air_India,AI-770,Kolkata,4,1,3,Mumbai,1,21.5,6,50271
407,Indigo,6E-2336,Delhi,0,1,2,Chennai,0,9.75,11,7950
408,GO_FIRST,G8-143,Delhi,0,1,3,Mumbai,0,11,45,7907
409,Vistara,UK-816,Bangalore,1,1,4,Hyderabad,0,11.42,49,6133
410,GO_FIRST,G8-103,Delhi,3,1,5,Hyderabad,0,5.67,43,5793
411,Indigo,6E-276,Bangalore,2,1,4,Delhi,0,5.08,24,4806
412,Vistara,UK-835,Delhi,3,0,4,Chennai,1,2.83,49,27864
413,SpiceJet,SG-8264,Kolkata,4,1,1,Mumbai,0,11.67,20,5339
414,Air_India,AI-569,Chennai,0,1,4,Delhi,0,14.92,19,3916
415,AirAsia,I5-819,Bangalore,1,1,3,Delhi,0,10.75,39,2723
416,Vistara,UK-894,Hyderabad,3,0,3,Bangalore,0,1,42,1776
417,Air_India,AI-698,Hyderabad,4,1,1,Delhi,0,12.5,23,5437
418,Vistara,UK-940,Mumbai,3,1,3,Hyderabad,0,21.25,2,15078
419,Air_India,AI-624,Delhi,3,1,2,Kolkata,1,17.17,39,53209
420,Vistara,UK-807,Delhi,4,1,1,Mumbai,0,11.58,16,6296
421,Vistara,UK-880,Hyderabad,2,1,3,Mumbai,0,5.67,26,4266
422,Indigo,6E-841,Bangalore,2,1,3,Mumbai,0,4.92,16,5127
423,Air_India,AI-441,Delhi,3,1,0,Chennai,0,13.5,41,3988
424,Indigo,6E-156,Chennai,4,0,4,Hyderabad,0,1.25,49,1551
425,Vistara,UK-738,Kolkata,3,1,3,Hyderabad,1,25.17,7,52175
426,Vistara,UK-772,Kolkata,1,2,4,Hyderabad,0,12.5,47,8092
427,GO_FIRST,G8-7537,Mumbai,2,1,4,Kolkata,0,7.25,13,7412
428,Indigo,6E-269,Chennai,1,1,4,Delhi,0,10.25,46,2051
429,Indigo,6E-2162,Delhi,4,0,4,Chennai,0,2.83,20,2823
430,Vistara,UK-772,Kolkata,1,1,1,Chennai,0,25.42,40,7141
431,Air_India,AI-665,Delhi,0,1,4,Kolkata,1,15.67,30,53209
432,Indigo,6E-2247,Delhi,1,1,4,Chennai,0,9.08,17,7562
433,Air_India,AI-867,Mumbai,4,1,1,Bangalore,0,11.42,26,6082
434,Vistara,UK-958,Mumbai,2,1,3,Bangalore,1,6.42,46,54608
435,Air_India,AI-808,Bangalore,4,1,1,Mumbai,1,14.25,13,54684
436,Vistara,UK-858,Bangalore,0,1,4,Chennai,0,16.42,49,4672
437,Vistara,UK-876,Hyderabad,4,1,3,Kolkata,0,22.33,48,7767
438,Air_India,AI-805,Delhi,3,1,1,Kolkata,0,12.83,18,6540
439,Vistara,UK-870,Hyderabad,4,1,3,Bangalore,1,20.42,42,63277
440,Vistara,UK-772,Kolkata,1,1,3,Bangalore,0,8.83,15,10961
441,Indigo,6E-5386,Mumbai,3,1,5,Delhi,0,5.08,39,2339
442,Air_India,AI-640,Bangalore,0,1,4,Delhi,0,14.5,23,4294
443,Vistara,UK-816,Bangalore,1,1,3,Mumbai,0,6.17,46,6568
444,Indigo,6E-7223,Bangalore,2,1,4,Hyderabad,0,8.08,31,1694
445,AirAsia,I5-747,Delhi,3,0,4,Bangalore,0,2.75,27,4499
446,Vistara,UK-802,Bangalore,3,1,0,Mumbai,0,13.08,29,6568
447,Vistara,UK-813,Delhi,3,1,4,Hyderabad,0,27.33,6,11310
448,AirAsia,I5-992,Bangalore,4,1,1,Delhi,0,10.92,38,2723
449,Air_India,AI-888,Mumbai,3,1,2,Kolkata,0,19.5,6,11508
450,Vistara,UK-945,Delhi,1,1,4,Bangalore,0,9.25,27,4496
451,SpiceJet,SG-4009,Bangalore,0,1,5,Delhi,0,18.33,28,5492
452,Vistara,UK-820,Bangalore,3,1,1,Hyderabad,0,15.83,13,11205
453,GO_FIRST,G8-285,Bangalore,2,1,5,Mumbai,0,9.58,42,4096
454,Vistara,UK-876,Hyderabad,4,1,1,Bangalore,1,13.17,48,38099
455,Air_India,AI-770,Kolkata,4,1,1,Mumbai,1,12.58,19,50271
456,Air_India,AI-809,Mumbai,1,1,4,Bangalore,0,10.08,35,6502
457,Vistara,UK-927,Delhi,1,1,3,Bangalore,1,9.75,41,49177
458,Vistara,UK-819,Delhi,2,0,3,Bangalore,1,2.83,49,32859
459,Indigo,6E-6113,Chennai,2,1,4,Delhi,0,8.67,35,3860
460,Indigo,6E-276,Bangalore,2,1,4,Delhi,0,7.25,25,4806
461,Vistara,UK-816,Bangalore,1,1,4,Chennai,0,8.75,1,23869
462,GO_FIRST,G8-717,Delhi,3,1,5,Mumbai,0,9.25,48,3330
463,Vistara,UK-873,Mumbai,0,0,0,Hyderabad,0,1.5,11,4263
464,Vistara,UK-870,Hyderabad,4,1,1,Kolkata,0,13,25,5960
465,Vistara,UK-836,Chennai,1,1,3,Bangalore,0,8.75,12,14954
466,Air_India,AI-9501,Bangalore,0,1,4,Delhi,0,15,6,11785
467,SpiceJet,SG-163,Mumbai,2,1,2,Kolkata,0,25.33,3,7412
468,Indigo,6E-5331,Chennai,0,0,0,Mumbai,0,1.83,18,3000
469,Vistara,UK-875,Mumbai,3,1,2,Delhi,0,17.33,27,5232
470,Vistara,UK-898,Hyderabad,0,1,4,Mumbai,0,14.17,28,3471
471,Vistara,UK-963,Delhi,1,1,3,Kolkata,0,8,14,13830
472,Vistara,UK-720,Kolkata,0,2,4,Bangalore,0,15.5,30,8321
473,Air_India,AI-9925,Bangalore,3,1,4,Hyderabad,0,26.67,6,8592
474,Vistara,UK-928,Mumbai,0,1,3,Bangalore,1,12.33,11,62448
475,Air_India,AI-559,Hyderabad,0,1,4,Mumbai,0,15.67,12,7774
476,Vistara,UK-834,Chennai,3,1,4,Bangalore,0,6.17,8,17013
477,AirAsia,I5-972,Hyderabad,3,1,1,Bangalore,0,14.42,16,6734
478,SpiceJet,SG-438,Bangalore,0,0,1,Mumbai,0,1.75,46,2202
479,Air_India,AI-635,Mumbai,0,1,3,Kolkata,0,12.08,4,11928
480,Air_India,AI-485,Delhi,0,1,1,Kolkata,1,29.17,6,48882
481,Indigo,6E-841,Bangalore,2,1,3,Mumbai,0,4.92,10,12161
482,Vistara,UK-963,Delhi,1,0,1,Mumbai,0,2.33,49,3100
483,Air_India,AI-442,Mumbai,2,1,2,Kolkata,0,22.92,16,5502
484,Vistara,UK-830,Hyderabad,1,1,4,Bangalore,0,12.33,11,12033
485,Vistara,UK-826,Chennai,2,1,3,Kolkata,0,28.33,34,7081
486,Indigo,6E-866,Hyderabad,2,1,4,Delhi,0,8.25,48,3397
487,Indigo,6E-186,Delhi,2,1,4,Bangalore,0,7.42,29,3354
488,Vistara,UK-851,Mumbai,0,1,1,Hyderabad,0,26.08,46,3334
489,Indigo,6E-626,Hyderabad,2,1,4,Chennai,0,8.83,46,1543
490,Air_India,AI-505,Bangalore,1,1,4,Kolkata,1,11.92,48,60508
491,Air_India,AI-543,Hyderabad,1,1,1,Mumbai,0,22.83,29,4783
492,Air_India,AI-839,Delhi,4,0,4,Hyderabad,1,2.17,20,23944
493,Vistara,UK-850,Bangalore,3,1,2,Delhi,0,16.75,4,12319
494,Indigo,6E-6137,Chennai,1,1,3,Mumbai,0,9.58,20,5148
495,Air_India,AI-808,Bangalore,4,1,1,Mumbai,0,13.17,32,6578
496,Air_India,AI-9843,Delhi,0,1,2,Mumbai,0,9.75,44,3291
497,Vistara,UK-776,Kolkata,3,1,1,Delhi,0,16.08,13,14364
498,Vistara,UK-802,Bangalore,3,1,3,Hyderabad,1,22.17,28,56588
499,Air_India,AI-867,Mumbai,4,1,1,Hyderabad,0,13,30,4173
500,Vistara,UK-706,Kolkata,1,1,1,Chennai,1,23.67,13,55983
501,AirAsia,I5-1518,Hyderabad,3,1,1,Chennai,0,12.75,26,1776
502,Indigo,6E-219,Mumbai,2,1,4,Kolkata,0,6.33,34,2835
503,AirAsia,I5-942,Mumbai,2,2,4,Kolkata,0,8,32,2836
504,Air_India,AI-888,Mumbai,3,1,2,Bangalore,1,17.5,23,54608
505,Vistara,UK-902,Mumbai,2,1,1,Bangalore,1,16.92,30,93579
506,Indigo,6E-605,Chennai,2,1,4,Mumbai,0,8.5,15,8140
507,AirAsia,I5-1566,Bangalore,2,1,3,Delhi,0,5.83,10,7484
508,Vistara,UK-958,Mumbai,2,0,2,Delhi,1,2.08,35,22140
509,GO_FIRST,G8-426,Hyderabad,4,0,5,Delhi,0,2.33,33,2276
510,Air_India,AI-403,Delhi,2,2,0,Chennai,0,18.42,12,16498
511,GO_FIRST,G8-322,Mumbai,4,1,2,Bangalore,0,17.92,5,12847
512,Air_India,AI-402,Kolkata,1,1,3,Mumbai,0,7.58,35,5523
513,AirAsia,I5-722,Bangalore,5,1,0,Kolkata,0,6.75,8,8905
514,Air_India,AI-639,Mumbai,1,0,1,Bangalore,1,1.67,32,20684
515,Vistara,UK-988,Mumbai,4,1,1,Bangalore,1,11.75,24,74365
516,Indigo,6E-6339,Bangalore,0,1,2,Mumbai,0,7.08,28,4190
517,Indigo,6E-6212,Bangalore,1,1,2,Kolkata,0,4.67,30,6092
518,Vistara,UK-778,Kolkata,2,1,1,Chennai,1,18.58,33,56879
519,Vistara,UK-808,Bangalore,0,1,4,Chennai,0,14.75,1,15667
520,Vistara,UK-776,Kolkata,3,1,3,Bangalore,1,24.17,26,52287
521,Indigo,6E-6067,Bangalore,3,1,4,Mumbai,0,4.42,21,4190
522,Vistara,UK-878,Hyderabad,2,1,1,Kolkata,1,20.75,29,48851
523,Air_India,AI-503,Bangalore,3,1,3,Mumbai,0,26.17,1,9277
524,Indigo,6E-7208,Chennai,1,1,2,Hyderabad,0,4.83,32,1105
525,Air_India,AI-624,Delhi,3,1,4,Kolkata,0,28.25,47,4933
526,Air_India,AI-431,Delhi,2,1,3,Bangalore,0,6.92,31,4469
527,Vistara,UK-659,Hyderabad,1,1,4,Mumbai,0,9.08,34,8378
528,GO_FIRST,G8-391,Mumbai,2,1,4,Bangalore,0,7.92,24,5102
529,Indigo,6E-5303,Bangalore,0,0,0,Mumbai,0,1.67,45,2201
530,Vistara,UK-836,Chennai,1,2,3,Bangalore,0,8.08,22,6437
531,Air_India,AI-503,Bangalore,3,1,1,Chennai,1,15.08,36,60396
532,Air_India,AI-9929,Kolkata,0,2,4,Hyderabad,0,16.42,8,11323
533,Air_India,AI-867,Mumbai,4,1,2,Bangalore,0,16.83,8,11469
534,Vistara,UK-860,Hyderabad,0,1,3,Chennai,0,9.5,5,15268
535,Vistara,UK-866,Bangalore,4,0,4,Mumbai,1,1.75,9,20760
536,Vistara,UK-776,Kolkata,3,1,3,Chennai,1,26.33,13,55502
537,Indigo,6E-5386,Mumbai,3,1,5,Delhi,0,5.08,27,3010
538,Vistara,UK-832,Chennai,0,1,3,Mumbai,0,11.42,36,6905
539,Vistara,UK-822,Chennai,1,1,4,Bangalore,1,13.08,29,44144
540,AirAsia,I5-319,Chennai,1,1,4,Delhi,0,11.67,29,2477
541,Indigo,6E-6261,Delhi,3,0,4,Mumbai,0,2.25,12,5955
542,Indigo,6E-945,Mumbai,2,0,3,Delhi,0,2.17,37,2738
543,SpiceJet,SG-8152,Mumbai,0,0,1,Delhi,0,2.25,12,5943
544,Vistara,UK-708,Kolkata,4,1,1,Chennai,0,13.5,11,11675
545,GO_FIRST,G8-319,Mumbai,1,1,4,Hyderabad,0,11.92,22,3916
546,Vistara,UK-653,Mumbai,0,2,3,Bangalore,0,12.25,26,12315
547,Vistara,UK-776,Kolkata,3,1,1,Delhi,1,14.5,24,53743
548,Vistara,UK-985,Delhi,3,1,1,Kolkata,1,13.83,43,73369
549,Vistara,UK-838,Chennai,4,1,1,Kolkata,1,11.5,25,67809
550,AirAsia,I5-2991,Kolkata,4,1,0,Mumbai,0,9.67,29,3379
551,Indigo,6E-562,Chennai,3,1,4,Delhi,0,5.58,33,2051
552,Vistara,UK-865,Mumbai,3,1,4,Hyderabad,0,25.75,47,3334
553,Vistara,UK-808,Bangalore,0,1,4,Hyderabad,0,14.92,32,6133
554,Vistara,UK-828,Chennai,0,1,1,Kolkata,0,25.58,10,15384
555,Vistara,UK-870,Hyderabad,4,1,4,Bangalore,0,23.83,16,6461
556,Air_India,AI-671,Mumbai,1,1,4,Delhi,1,14.17,19,50957
557,Air_India,AI-504,Delhi,4,0,5,Bangalore,1,2.92,16,32859
558,SpiceJet,SG-3440,Mumbai,2,1,3,Kolkata,0,27.92,39,10384
559,Vistara,UK-902,Mumbai,2,1,4,Bangalore,1,7.58,42,66928
560,Indigo,6E-6067,Bangalore,3,0,3,Hyderabad,0,1.5,24,1714
561,Air_India,AI-698,Hyderabad,4,1,4,Delhi,1,22.17,38,39499
562,Vistara,UK-845,Mumbai,0,1,2,Delhi,0,8.17,27,6122
563,AirAsia,I5-713,Delhi,3,1,4,Hyderabad,0,3.83,20,3986
564,Vistara,UK-835,Delhi,3,1,1,Mumbai,0,15.75,31,5355
565,Indigo,6E-478,Bangalore,3,0,4,Chennai,0,1.08,47,1604
566,Air_India,AI-877,Delhi,1,1,2,Hyderabad,1,25.42,2,47748
567,Vistara,UK-838,Chennai,4,1,1,Kolkata,0,11.5,38,11803
568,Air_India,AI-806,Mumbai,0,1,4,Hyderabad,0,15.58,35,4173
569,Air_India,AI-9885,Hyderabad,1,1,4,Kolkata,0,9.33,18,7563
570,GO_FIRST,G8-345,Mumbai,4,1,1,Bangalore,0,10,14,5102
571,Vistara,UK-738,Kolkata,3,1,4,Hyderabad,0,28.17,2,14259
572,GO_FIRST,G8-392,Delhi,2,1,4,Kolkata,0,8.58,30,6395
573,Indigo,6E-2028,Delhi,2,0,3,Bangalore,0,3,2,7425
574,Indigo,6E-563,Kolkata,1,1,2,Bangalore,0,6.08,15,6489
575,Vistara,UK-898,Hyderabad,0,1,4,Mumbai,0,13.08,12,9178
576,Vistara,UK-950,Mumbai,4,1,3,Hyderabad,0,22,29,4099
577,AirAsia,I5-1529,Delhi,1,1,5,Mumbai,0,15,15,2409
578,Air_India,AI-538,Chennai,4,1,2,Bangalore,1,16.17,29,60260
579,Vistara,UK-801,Delhi,1,1,4,Mumbai,1,11.67,10,53164
580,Vistara,UK-994,Mumbai,1,1,3,Chennai,0,5.92,10,14074
581,Air_India,AI-635,Mumbai,0,1,4,Chennai,1,16.5,12,49613
582,GO_FIRST,G8-520,Mumbai,4,0,4,Kolkata,0,2.58,16,4862
583,Vistara,UK-706,Kolkata,1,1,4,Chennai,0,12.5,49,5910
584,GO_FIRST,G8-329,Mumbai,0,1,2,Bangalore,0,9.17,11,12847
585,Vistara,UK-772,Kolkata,1,1,4,Delhi,0,12,12,17996
586,GO_FIRST,G8-2501,Delhi,5,1,0,Bangalore,0,5.08,45,4020
587,Vistara,UK-927,Delhi,1,1,4,Bangalore,1,11.42,22,49177
588,Air_India,AI-660,Mumbai,3,1,1,Kolkata,0,15,16,5817
589,GO_FIRST,G8-571,Hyderabad,4,1,5,Mumbai,0,5.17,30,3993
590,Vistara,UK-864,Bangalore,3,1,3,Kolkata,1,24.92,38,51817
591,Vistara,UK-772,Kolkata,1,2,4,Hyderabad,0,12.5,20,8355
592,Air_India,AI-773,Kolkata,3,1,1,Chennai,1,17.67,38,55087
593,Indigo,6E-2336,Delhi,0,1,1,Chennai,0,5.83,42,3996
594,Vistara,UK-981,Delhi,4,1,1,Bangalore,1,11.17,35,54777
595,Air_India,AI-676,Kolkata,1,1,3,Delhi,0,9.67,5,13524
596,Vistara,UK-812,Bangalore,1,1,3,Mumbai,1,7.92,32,67004
597,Vistara,UK-720,Kolkata,0,1,4,Mumbai,1,14.83,13,70431
598,Indigo,6E-6113,Chennai,2,1,3,Mumbai,0,4.08,21,3563
599,AirAsia,I5-735,Delhi,4,1,1,Hyderabad,0,11.33,46,2050
600,Air_India,AI-442,Mumbai,2,1,5,Bangalore,0,8.58,13,9201
601,Air_India,AI-611,Mumbai,1,1,1,Delhi,0,21.33,18,3762
602,AirAsia,I5-740,Delhi,0,0,1,Bangalore,0,2.67,36,4499
603,AirAsia,I5-788,Delhi,4,1,2,Mumbai,0,14.25,39,2409
604,Air_India,AI-543,Hyderabad,1,1,1,Mumbai,0,22.83,43,4363
605,Indigo,6E-562,Chennai,3,0,3,Hyderabad,0,1.33,48,1551
606,GO_FIRST,G8-283,Bangalore,0,1,3,Delhi,0,13.5,47,3466
607,Vistara,UK-864,Bangalore,3,1,5,Delhi,0,5.17,38,4111
608,Indigo,6E-102,Hyderabad,3,0,3,Chennai,0,1.25,21,1788
609,Vistara,UK-834,Chennai,3,1,4,Kolkata,1,27.58,2,96224
610,Vistara,UK-880,Hyderabad,2,1,4,Chennai,0,6.83,43,4359
611,AirAsia,I5-1543,Hyderabad,2,0,2,Bangalore,0,1.17,47,1776
612,Vistara,UK-829,Delhi,0,1,3,Bangalore,0,12,13,9840
613,GO_FIRST,G8-873,Bangalore,1,1,3,Delhi,0,9.75,48,5696
614,Vistara,UK-657,Bangalore,1,1,3,Delhi,1,8.33,39,45097
615,Vistara,UK-993,Delhi,2,1,3,Bangalore,1,4.92,6,60489
616,Air_India,AI-891,Delhi,3,1,3,Kolkata,0,25.75,39,4559
617,Vistara,UK-958,Mumbai,2,1,1,Chennai,0,21.5,40,3998
618,Vistara,UK-778,Kolkata,2,1,4,Chennai,0,7.42,17,10808
619,Vistara,UK-836,Chennai,1,2,4,Bangalore,0,10.17,42,6432
620,Vistara,UK-824,Chennai,4,1,3,Kolkata,1,20.33,28,54896
621,Indigo,6E-426,Bangalore,4,1,0,Delhi,0,8,16,4298
622,Indigo,6E-5308,Mumbai,2,0,3,Chennai,0,1.92,41,3633
623,Vistara,UK-720,Kolkata,0,2,4,Bangalore,0,15.5,48,8111
624,Air_India,AI-804,Bangalore,0,1,2,Kolkata,1,8.33,2,62748
625,Vistara,UK-995,Delhi,1,1,3,Kolkata,1,6.5,41,73481
626,SpiceJet,SG-480,Delhi,3,1,4,Kolkata,0,4.25,12,5954
627,Vistara,UK-876,Hyderabad,4,1,3,Bangalore,0,20.17,10,7927
628,Vistara,UK-994,Mumbai,1,1,3,Bangalore,0,8.42,23,6450
629,GO_FIRST,G8-515,Hyderabad,1,1,4,Delhi,0,13,29,6132
630,Vistara,UK-832,Chennai,0,1,3,Mumbai,0,12.17,30,5772
631,Vistara,UK-824,Chennai,4,0,4,Mumbai,1,2.08,44,23838
632,Vistara,UK-774,Kolkata,4,1,4,Hyderabad,0,24.33,40,7572
633,Air_India,AI-401,Delhi,0,1,4,Hyderabad,0,14.42,38,5675
634,Vistara,UK-774,Kolkata,4,1,3,Bangalore,0,22.67,18,6458
635,SpiceJet,SG-8152,Mumbai,0,1,1,Kolkata,0,25.75,18,5289
636,Vistara,UK-772,Kolkata,1,1,4,Delhi,1,13.33,13,84756
637,Vistara,UK-928,Mumbai,0,1,4,Chennai,1,16.25,47,57453
638,Vistara,UK-822,Chennai,1,1,2,Delhi,0,4.75,24,5206
639,GO_FIRST,G8-345,Mumbai,4,1,1,Hyderabad,0,10.83,21,3916
640,Vistara,UK-958,Mumbai,2,1,4,Kolkata,1,10.33,25,49725
641,Vistara,UK-802,Bangalore,3,1,1,Chennai,0,15.08,17,6791
642,Indigo,6E-2485,Delhi,2,0,2,Chennai,0,2.92,19,2343
643,Air_India,AI-501,Bangalore,2,1,3,Hyderabad,1,6,38,56476
644,Air_India,AI-766,Chennai,0,1,4,Hyderabad,1,14.25,22,39432
645,Vistara,UK-772,Kolkata,1,1,1,Chennai,1,22.42,35,55502
646,Indigo,6E-295,Bangalore,3,0,3,Mumbai,0,1.75,3,10743
647,GO_FIRST,G8-285,Bangalore,2,1,5,Mumbai,0,9.58,15,5177
648,Vistara,UK-874,Hyderabad,1,1,4,Bangalore,0,14.33,14,7927
649,Vistara,UK-824,Chennai,4,1,4,Bangalore,0,24.42,41,4755
650,Air_India,AI-888,Mumbai,3,1,1,Bangalore,1,13.92,29,54608
651,Air_India,AI-610,Bangalore,3,1,4,Kolkata,0,28.5,41,4665
652,Indigo,6E-6021,Kolkata,2,1,4,Chennai,0,6.17,2,8930
653,Indigo,6E-484,Bangalore,0,1,3,Delhi,0,9,42,4071
654,Air_India,AI-660,Mumbai,3,1,1,Kolkata,1,15,48,49725
655,Vistara,UK-738,Kolkata,3,1,2,Mumbai,0,19.75,5,18579
656,GO_FIRST,G8-7556,Hyderabad,2,1,0,Mumbai,0,12.75,42,4165
657,Vistara,UK-774,Kolkata,4,1,4,Bangalore,1,24.33,29,52287
658,Vistara,UK-977,Delhi,3,1,2,Hyderabad,0,17.25,38,6172
659,Air_India,AI-629,Mumbai,3,1,1,Delhi,0,16.42,14,7434
660,Vistara,UK-776,Kolkata,3,1,5,Delhi,0,6.58,7,15414
661,AirAsia,I5-713,Delhi,3,2,5,Bangalore,0,8.75,39,3090
662,Indigo,6E-5312,Mumbai,1,1,3,Bangalore,0,7.75,19,4056
663,Air_India,AI-805,Delhi,3,1,1,Kolkata,0,12.83,11,12990
664,Vistara,UK-945,Delhi,1,1,3,Bangalore,0,7.58,9,10680
665,Vistara,UK-772,Kolkata,1,1,4,Delhi,1,11.17,41,84756
666,Air_India,AI-774,Mumbai,4,1,1,Delhi,0,12.33,14,10451
667,Air_India,AI-748,Bangalore,5,1,1,Delhi,1,6.58,18,52586
668,Vistara,UK-864,Bangalore,3,1,1,Kolkata,0,14.67,23,6271
669,Indigo,6E-607,Delhi,4,1,1,Mumbai,0,10.17,15,6573
670,GO_FIRST,G8-331,Mumbai,1,1,4,Delhi,0,8.83,13,5942
671,Air_India,AI-732,Kolkata,2,1,3,Bangalore,1,29.5,45,52287
672,SpiceJet,SG-4009,Bangalore,0,0,0,Chennai,0,1.08,36,1606
673,Air_India,AI-883,Delhi,4,1,4,Mumbai,0,24.42,48,5745
674,Vistara,UK-893,Bangalore,3,1,1,Mumbai,0,14.08,33,4792
675,Vistara,UK-817,Delhi,3,1,4,Hyderabad,0,4.83,21,5761
676,Air_India,AI-687,Mumbai,2,1,4,Hyderabad,0,7.58,40,4173
677,Air_India,AI-9518,Hyderabad,4,1,1,Delhi,0,12.17,15,8910
678,Air_India,AI-732,Kolkata,2,1,4,Delhi,0,10.75,5,13524
679,Air_India,AI-501,Bangalore,2,1,3,Hyderabad,1,6,37,56476
